,itemd_id,instruction,begin,character,sensory_VP,sensory_DP_PP,end,sensory_VP_s2,ADV_intensifier,PPT_JJ,condition,whose_opinion_question,question_sensory_VP,question_PPT_JJ,option_1,option_2,option_3
371,93,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I entered the office,",William,put,the bacon in the container.,It,was,really,amazing.,baseline,Whose opinion is it that the bacon,was,interesting?,The narrator's,William's,Both the narrator and William have this opinion.
372,94,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I arrived at the party,",Emma,saw,the soup on the table.,It,looked,really,amazing.,vision,Whose opinion is it that the soup,looked,enticing?,The narrator's,Emma's,Both the narrator and Emma have this opinion.
373,94,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I arrived at the party,",Emma,smelled,the soup on the table.,It,smelled,really,amazing.,smell,Whose opinion is it that the soup,smelled,enticing?,The narrator's,Emma's,Both the narrator and Emma have this opinion.
374,94,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I arrived at the party,",Emma,tasted,the soup on the table.,It,tasted,really,amazing.,taste,Whose opinion is it that the soup,tasted,enticing?,The narrator's,Emma's,Both the narrator and Emma have this opinion.
375,94,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","After I arrived at the party,",Emma,put,the soup on the table.,It,was,really,amazing.,baseline,Whose opinion is it that the soup,was,enticing?,The narrator's,Emma's,Both the narrator and Emma have this opinion.
376,95,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I entered the room,",Michael,saw,the coffee on the table.,It,looked,very,pleasant.,vision,Whose opinion is it that the coffee,looked,pleasant?,The narrator's,Michael's,Both the narrator and Michael have this opinion.
377,95,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I entered the room,",Michael,smelled,the coffee on the table.,It,smelled,very,pleasant.,smell,Whose opinion is it that the coffee,smelled,pleasant?,The narrator's,Michael's,Both the narrator and Michael have this opinion.
378,95,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I entered the room,",Michael,tasted,the coffee on the table.,It,tasted,very,pleasant.,taste,Whose opinion is it that the coffee,tasted,pleasant?,The narrator's,Michael's,Both the narrator and Michael have this opinion.
379,95,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I entered the room,",Michael,put,the coffee on the table.,It,was,very,pleasant.,baseline,Whose opinion is it that the coffee,was,pleasant?,The narrator's,Michael's,Both the narrator and Michael have this opinion.
380,96,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I arrived at the gathering,",Anna,saw,the sushi on the plate.,It,looked,really,amazing.,vision,Whose opinion is it that the sushi,looked,interesting?,The narrator's,Anna's,Both the narrator and Anna have this opinion.
381,96,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I arrived at the gathering,",Anna,smelled,the sushi on the plate.,It,smelled,really,amazing.,smell,Whose opinion is it that the sushi,smelled,interesting?,The narrator's,Anna's,Both the narrator and Anna have this opinion.
382,96,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I arrived at the gathering,",Anna,tasted,the sushi on the plate.,It,tasted,really,amazing.,taste,Whose opinion is it that the sushi,tasted,interesting?,The narrator's,Anna's,Both the narrator and Anna have this opinion.
383,96,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I arrived at the gathering,",Anna,put,the sushi on the plate.,It,was,really,amazing.,baseline,Whose opinion is it that the sushi,was,interesting?,The narrator's,Anna's,Both the narrator and Anna have this opinion.
384,97,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I arrived at the gathering,",Robert,saw,the chicken on the table.,It,looked,extremely,pleasant.,vision,Whose opinion is it that the chicken,looked,pleasant?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
385,97,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I arrived at the gathering,",Robert,smelled,the chicken on the table.,It,smelled,extremely,pleasant.,smell,Whose opinion is it that the chicken,smelled,pleasant?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
386,97,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I arrived at the gathering,",Robert,tasted,the chicken on the table.,It,tasted,extremely,pleasant.,taste,Whose opinion is it that the chicken,tasted,pleasant?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
387,97,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I arrived at the gathering,",Robert,put,the chicken on the table.,It,was,extremely,pleasant.,baseline,Whose opinion is it that the chicken,was,pleasant?,The narrator's,Robert's,Both the narrator and Robert have this opinion.
388,98,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I came to the party,",Anna,saw,the bacon on the tray.,It,looked,extremely,pleasant.,vision,Whose opinion is it that the bacon,looked,pleasant?,The narrator's,Anna's,Both the narrator and Anna have this opinion.
389,98,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I came to the party,",Anna,smelled,the bacon on the tray.,It,smelled,extremely,pleasant.,smell,Whose opinion is it that the bacon,smelled,pleasant?,The narrator's,Anna's,Both the narrator and Anna have this opinion.
390,98,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I came to the party,",Anna,tasted,the bacon on the tray.,It,tasted,extremely,pleasant.,taste,Whose opinion is it that the bacon,tasted,pleasant?,The narrator's,Anna's,Both the narrator and Anna have this opinion.
391,98,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","As soon as I came to the party,",Anna,put,the bacon on the tray.,It,was,extremely,pleasant.,baseline,Whose opinion is it that the bacon,was,pleasant?,The narrator's,Anna's,Both the narrator and Anna have this opinion.
392,99,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned home after teaching,",Nathan,saw,the tofu in the pot.,It,looked,totally,horrifying.,vision,Whose opinion is it that the tofu,looked,horrifying?,The narrator's,Nathan's,Both the narrator and Nathan have this opinion.
393,99,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned home after teaching,",Nathan,smelled,the tofu in the pot.,It,smelled,totally,horrifying.,smell,Whose opinion is it that the tofu,smelled,horrifying?,The narrator's,Nathan's,Both the narrator and George have this opinion.
394,99,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned home after teaching,",Nathan,tasted,the tofu in the pot.,It,tasted,totally,horrifying.,taste,Whose opinion is it that the tofu,tasted,horrifying?,The narrator's,Nathan's,Both the narrator and George have this opinion.
395,99,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I returned home after teaching,",Nathan,put,the tofu in the pot.,It,was,totally,horrifying.,baseline,Whose opinion is it that the tofu,was,horrifying?,The narrator's,Nathan's,Both the narrator and George have this opinion.
396,100,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I entered the room,",Jane,saw,the sushi in the bowl.,It,looked,truly,dreadful.,vision,Whose opinion is it that the sushi,looked,dreadful?,The narrator's,Jane's,Both the narrator and Jane have this opinion.
397,100,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I entered the room,",Jane,smelled,the sushi in the bowl.,It,smelled,truly,dreadful.,smell,Whose opinion is it that the sushi,smelled,dreadful?,The narrator's,Jane's,Both the narrator and Jane have this opinion.
398,100,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I entered the room,",Jane,tasted,the sushi in the bowl.,It,tasted,truly,dreadful.,taste,Whose opinion is it that the sushi,tasted,dreadful?,The narrator's,Jane's,Both the narrator and Jane have this opinion.
399,100,"Read the following excerpt from a novel. The passage is narrated in the first person (using ""I"") and includes another character. Then answer the multiple-choice question.","When I entered the room,",Jane,put,the sushi in the bowl.,It,was,truly,dreadful.,baseline,Whose opinion is it that the sushi,was,dreadful?,The narrator's,Jane's,Both the narrator and Jane have this opinion.
